Label,Title,Link,Media,Date,Polarity
0.1779,Bitcoin supply on exchanges plunge to a three-year low,https://www.investing.com/news/cryptocurrency-news/2/news/cryptocurrency-news/bitcoin-supply-on-exchanges-plunge-to-a-threeyear-low-2662903,BTC Peers,"Nov 02, 2021",0.0
0.7096,What is the worst nightmare that could happen to crypto? Experts answer,https://www.investing.com/news/cryptocurrency-news/2/news/cryptocurrency-news/what-is-the-worst-nightmare-that-could-happen-to-crypto-experts-answer-2662901,Cointelegraph,"Nov 02, 2021",-1.0
0.2023,AVAX tops the crypto predictability list... but the other tokens may surprise you,https://www.investing.com/news/cryptocurrency-news/2/news/cryptocurrency-news/avax-tops-the-crypto-predictability-list-but-the-other-tokens-may-surprise-you-2662875,Cointelegraph,"Nov 02, 2021",-0.125
0.0,"NFT Platform, OneOf — To Deliver Grammy Award NFT Collection Soon",https://www.investing.com/news/cryptocurrency-news/2/news/cryptocurrency-news/nft-platform-oneof--to-deliver-grammy-award-nft-collection-soon-2662860,CoinQuora,"Nov 02, 2021",0.0
0.7003,Binance resumes crypto withdrawals after suspension due to system backlog,https://www.investing.com/news/cryptocurrency-news/2/news/cryptocurrency-news/binance-resumes-crypto-withdrawals-after-suspension-due-to-system-backlog-2662859,BTC Peers,"Nov 02, 2021",-0.125
0.0,7 lessons learned from building and scaling Bitcoin mining operations,https://www.investing.com/news/cryptocurrency-news/2/news/cryptocurrency-news/7-lessons-learned-from-building-and-scaling-bitcoin-mining-operations-2662834,Cointelegraph,"Nov 02, 2021",0.0
0.3818,"Ethereum May Reach $10k Soon, Buy Now Analyst Says",https://www.investing.com/news/cryptocurrency-news/2/news/cryptocurrency-news/ethereum-may-reach-10k-soon-buy-now-analyst-says-2662815,CoinQuora,"Nov 02, 2021",0.0
0.4588,Binance crypto withdrawals return to normal following system backlog,https://www.investing.com/news/cryptocurrency-news/2/news/cryptocurrency-news/binance-crypto-withdrawals-return-to-normal-following-system-backlog-2662809,Cointelegraph,"Nov 02, 2021",0.075
0.34,Digital Currency Group sells $700M of shares for investors to take profits,https://www.investing.com/news/cryptocurrency-news/2/news/cryptocurrency-news/digital-currency-group-sells-700m-of-shares-for-investors-to-take-profits-2662792,Cointelegraph,"Nov 02, 2021",0.0
-0.0772,Burger King serves up free crypto with meal purchases ,https://www.investing.com/news/cryptocurrency-news/2/news/cryptocurrency-news/burger-king-serves-up-free-crypto-with-meal-purchases-2662749,Cointelegraph,"Nov 02, 2021",0.4
0.2263,Blockchain and Medicine: Aimedis Launches First Medicine NFT,https://www.investing.com/news/cryptocurrency-news/2/news/cryptocurrency-news/blockchain-and-medicine-aimedis-launches-first-medicine-nft-2662728,DailyCoin,"Nov 02, 2021",0.25
-0.4767,"Binance Lists SHIB / DOGE as Trading Pairs, Is It a Win For Memecoins?",https://www.investing.com/news/cryptocurrency-news/2/news/cryptocurrency-news/binance-lists-shib--doge-as-trading-pairs-is-it-a-win-for-memecoins-2662727,CoinQuora,"Nov 02, 2021",0.8
0.0,Tripple IGO NFT Collection Drops on Binance NFT on November 4,https://www.investing.com/news/cryptocurrency-news/2/news/cryptocurrency-news/tripple-igo-nft-collection-drops-on-binance-nft-on-november-4-2662726,CoinQuora,"Nov 02, 2021",0.0
0.0,"BTC price ‘ready to rally,’ with Bitcoin bulls clear to charge at $85K — Analysis",https://www.investing.com/news/cryptocurrency-news/2/news/cryptocurrency-news/btc-price-ready-to-rally-with-bitcoin-bulls-clear-to-charge-at-85k--analysis-2662718,Cointelegraph,"Nov 02, 2021",0.15000000000000002
0.0,NYDIG acquires Bitcoin micropayments firm Bottlepay ,https://www.investing.com/news/cryptocurrency-news/2/news/cryptocurrency-news/nydig-acquires-bitcoin-micropayments-firm-bottlepay-2662699,Cointelegraph,"Nov 01, 2021",-0.2
0.296,6 Questions for Yoni Assia of eToro,https://www.investing.com/news/cryptocurrency-news/2/news/cryptocurrency-news/6-questions-for-yoni-assia-of-etoro-2662670,Cointelegraph,"Nov 01, 2021",0.0
0.0,AAX Reveals Speakers at the Upcoming Hong Kong Fintech Week 2021,https://www.investing.com/news/cryptocurrency-news/2/news/cryptocurrency-news/aax-reveals-speakers-at-the-upcoming-hong-kong-fintech-week-2021-2662636,CoinQuora,"Nov 01, 2021",0.0
0.1779,Liverpool City Region Elevates Local Economy With Peepl,https://www.investing.com/news/cryptocurrency-news/3/news/cryptocurrency-news/liverpool-city-region-elevates-local-economy-with-peepl-2662635,CoinQuora,"Nov 01, 2021",0.0
0.7096,"Squid Game cryptocurrency likely scam, Twitter accounts temporarily restricted",https://www.investing.com/news/cryptocurrency-news/3/news/cryptocurrency-news/squid-game-cryptocurrency-likely-scam-twitter-accounts-temporarily-restricted-2662646,Investing.com,"Nov 01, 2021",-0.2
0.2023,Huobi trials NFT marketplace to further GameFi and metaverse strategy,https://www.investing.com/news/cryptocurrency-news/3/news/cryptocurrency-news/huobi-trials-nft-marketplace-to-further-gamefi-and-metaverse-strategy-2662630,Cointelegraph,"Nov 01, 2021",0.0
0.0,Twitter flags Squid Game token accounts as price crashes,https://www.investing.com/news/cryptocurrency-news/3/news/cryptocurrency-news/twitter-flags-squid-game-token-accounts-as-price-crashes-2662609,Cointelegraph,"Nov 01, 2021",-0.4
0.7003,"Bitcoin trades higher, Shiba Inu outperforms",https://www.investing.com/news/cryptocurrency-news/3/news/cryptocurrency-news/bitcoin-trades-higher-shiba-inu-outperforms-2662595,Investing.com,"Nov 01, 2021",0.25
0.0,Automata Network Launches Mainnet and $20M Ecosystem Incentive Program,https://www.investing.com/news/cryptocurrency-news/3/news/cryptocurrency-news/automata-network-launches-mainnet-and-20m-ecosystem-incentive-program-2662545,CoinQuora,"Nov 01, 2021",0.0
0.3818,Dallas Mavericks fan wins $100K in Bitcoin at NBA shootout event,https://www.investing.com/news/cryptocurrency-news/3/news/cryptocurrency-news/dallas-mavericks-fan-wins-100k-in-bitcoin-at-nba-shootout-event-2662541,Cointelegraph,"Nov 01, 2021",0.3
0.4588,Americans reinvesting stimulus checks in Bitcoin made $4.5k in profit,https://www.investing.com/news/cryptocurrency-news/3/news/cryptocurrency-news/americans-reinvesting-stimulus-checks-in-bitcoin-made-45k-in-profit-2662501,Cointelegraph,"Nov 01, 2021",0.0
0.34,Investors Rug-pulled After Pouring $57m Into Dog-themed OlympusDAO Fork,https://www.investing.com/news/cryptocurrency-news/3/news/cryptocurrency-news/investors-rugpulled-after-pouring-57m-into-dogthemed-olympusdao-fork-2662476,CoinQuora,"Nov 01, 2021",0.0
-0.0772,Bitcoin price descending channel and loss of momentum could turn $60K to resistance ,https://www.investing.com/news/cryptocurrency-news/3/news/cryptocurrency-news/bitcoin-price-descending-channel-and-loss-of-momentum-could-turn-60k-to-resistance-2662394,Cointelegraph,"Nov 01, 2021",0.0
0.2263,Velas Launches Its First DEX — 40 More Projects on the Pipeline,https://www.investing.com/news/cryptocurrency-news/3/news/cryptocurrency-news/velas-launches-its-first-dex--40-more-projects-on-the-pipeline-2662379,CoinQuora,"Nov 01, 2021",0.375
-0.4767,"Puppy Planet Set to Launch Play-to-Earn Game Soon, Begin PUP Token Sale",https://www.investing.com/news/cryptocurrency-news/3/news/cryptocurrency-news/puppy-planet-set-to-launch-playtoearn-game-soon-begin-pup-token-sale-2662334,CoinQuora,"Nov 01, 2021",-0.4
0.0,Shiba Inu now accepted as payment at a French bistro in Paris,https://www.investing.com/news/cryptocurrency-news/3/news/cryptocurrency-news/shiba-inu-now-accepted-as-payment-at-a-french-bistro-in-paris-2662309,Cointelegraph,"Nov 01, 2021",0.0
0.0,Is It Too Late to Buy Bitcoin?,https://www.investing.com/news/cryptocurrency-news/3/news/cryptocurrency-news/is-it-too-late-to-buy-bitcoin-2662296,DailyCoin,"Nov 01, 2021",-0.3
0.0,Satoshi Nakamoto’s Bitcoin white paper is now a 13-year-old teenager,https://www.investing.com/news/cryptocurrency-news/3/news/cryptocurrency-news/satoshi-nakamotos-bitcoin-white-paper-is-now-a-13yearold-teenager-2662279,Cointelegraph,"Nov 01, 2021",0.0
0.296,"Idowall starts off with Seed-Sales, aims to maximize the benefits for earlier joiners.",https://www.investing.com/news/cryptocurrency-news/3/news/cryptocurrency-news/idowall-starts-off-with-seedsales-aims-to-maximize-the-benefits-for-earlier-joiners-2662247,CoinQuora,"Nov 01, 2021",0.0
0.0,Latinx communities continue to rise above Bitcoin adoption obstacles,https://www.investing.com/news/cryptocurrency-news/3/news/cryptocurrency-news/latinx-communities-continue-to-rise-above-bitcoin-adoption-obstacles-2662225,Cointelegraph,"Nov 01, 2021",-0.025
0.1779,'Uptober' closes at record high in best month of 2021 — 5 things to watch in Bitcoin this week,https://www.investing.com/news/cryptocurrency-news/4/news/cryptocurrency-news/uptober-closes-at-record-high-in-best-month-of-2021---5-things-to-watch-in-bitcoin-this-week-2662193,Cointelegraph,"Nov 01, 2021",0.58
0.7096,Crypto Analyst Says the Internet Might Break if Robinhood Lists SHIB,https://www.investing.com/news/cryptocurrency-news/4/news/cryptocurrency-news/crypto-analyst-says-the-internet-might-break-if-robinhood-lists-shib-2662171,CoinQuora,"Nov 01, 2021",0.0
0.2023,Polka City- A Virtual City for Investors to Play 3D Game and Earn Through NFTs,https://www.investing.com/news/cryptocurrency-news/4/news/cryptocurrency-news/polka-city-a-virtual-city-for-investors-to-play-3d-game-and-earn-through-nfts-2662150,CoinQuora,"Nov 01, 2021",-0.4
0.0,Investors rug-pulled after pouring $57M into dog-themed OlympusDAO fork,https://www.investing.com/news/cryptocurrency-news/4/news/cryptocurrency-news/investors-rugpulled-after-pouring-57m-into-dogthemed-olympusdao-fork-2662135,Cointelegraph,"Nov 01, 2021",0.0
0.7003,Industrial Bitcoin mining breathes new life into tiny Texan town,https://www.investing.com/news/cryptocurrency-news/4/news/cryptocurrency-news/industrial-bitcoin-mining-breathes-new-life-into-tiny-texan-town-2662124,Cointelegraph,"Nov 01, 2021",0.06818181818181818
0.0,Coins That Came Back From the Dead,https://www.investing.com/news/cryptocurrency-news/4/news/cryptocurrency-news/coins-that-came-back-from-the-dead-2662112,DailyCoin,"Nov 01, 2021",-0.1
0.3818,Aavegotchi gains 50% as ‘Gotchiverse’ auctions set a path to the Metaverse,https://www.investing.com/news/cryptocurrency-news/4/news/cryptocurrency-news/aavegotchi-gains-50-as-gotchiverse-auctions-set-a-path-to-the-metaverse-2662060,Cointelegraph,"Oct 31, 2021",0.0
0.4588,"Altcoin Roundup: Dogecoin, Shiba Inu and memes are hauling the dogsled to mass adoption",https://www.investing.com/news/cryptocurrency-news/4/news/cryptocurrency-news/altcoin-roundup-dogecoin-shiba-inu-and-memes-are-hauling-the-dogsled-to-mass-adoption-2662043,Cointelegraph,"Oct 31, 2021",0.0
0.34,US Senator Hagerty to CFPB Director: Don’t Stifle Crypto Innovation ,https://www.investing.com/news/cryptocurrency-news/4/news/cryptocurrency-news/us-senator-hagerty-to-cfpb-director-dont-stifle-crypto-innovation-2662037,Cointelegraph,"Oct 31, 2021",0.0
-0.0772,DeFi protocol Aave encounters major capital flight ,https://www.investing.com/news/cryptocurrency-news/4/news/cryptocurrency-news/defi-protocol-aave-encounters-major-capital-flight-2662035,Cointelegraph,"Oct 31, 2021",0.0625
0.2263,Blockchain technology can make micropayments finally functional,https://www.investing.com/news/cryptocurrency-news/4/news/cryptocurrency-news/blockchain-technology-can-make-micropayments-finally-functional-2662031,Cointelegraph,"Oct 31, 2021",0.0
-0.4767,AMC Theatres CEO considers adding Shiba Inu as payment for ticket purchases ,https://www.investing.com/news/cryptocurrency-news/4/news/cryptocurrency-news/amc-theatres-ceo-considers-adding-shiba-inu-as-payment-for-ticket-purchases-2662025,Cointelegraph,"Oct 31, 2021",0.0
0.0,Celebrities are embracing NFTs in a big way,https://www.investing.com/news/cryptocurrency-news/4/news/cryptocurrency-news/celebrities-are-embracing-nfts-in-a-big-way-2662007,Cointelegraph,"Oct 31, 2021",0.0
0.0,"Top 5 cryptocurrencies to watch this week: BTC, ETH, BNB, MATIC, FTM",https://www.investing.com/news/cryptocurrency-news/4/news/cryptocurrency-news/top-5-cryptocurrencies-to-watch-this-week-btc-eth-bnb-matic-ftm-2661998,Cointelegraph,"Oct 31, 2021",0.5
0.0,Kazakhstan expects at least $1.5B in economic activity from crypto mining within 5 years,https://www.investing.com/news/cryptocurrency-news/4/news/cryptocurrency-news/kazakhstan-expects-at-least-15b-in-economic-activity-from-crypto-mining-within-5-years-2661963,Cointelegraph,"Oct 31, 2021",-0.04999999999999999
0.296,"Bakkt stock goes parabolic, GBTC outpaces BITO ETF and Tom Brady offers 1 BTC for 600th touchdown ball: Hodler’s Digest, Oct. 24-30",https://www.investing.com/news/cryptocurrency-news/4/news/cryptocurrency-news/bakkt-stock-goes-parabolic-gbtc-outpaces-bito-etf-and-tom-brady-offers-1-btc-for-600th-touchdown-ball-hodlers-digest-oct-2430-2661958,Cointelegraph,"Oct 31, 2021",0.1
0.0,Inside the blockchain developer’s mind: What is a testnet?,https://www.investing.com/news/cryptocurrency-news/4/news/cryptocurrency-news/inside-the-blockchain-developers-mind-what-is-a-testnet-2661952,Cointelegraph,"Oct 31, 2021",0.0
0.1779,The United States will become the global crypto and blockchain leader,https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/the-united-states-will-become-the-global-crypto-and-blockchain-leader-2661945,Cointelegraph,"Oct 31, 2021",0.0
0.7096,Top Crypto Projects We Believed in that Are Now Dead Coins,https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/top-crypto-projects-we-believed-in-that-are-now-dead-coins-2661942,DailyCoin,"Oct 31, 2021",0.15
0.2023,"Price analysis 10/29: BTC, ETH, BNB, ADA, SOL, XRP, DOT, DOGE, SHIB, LUNA",https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/price-analysis-1029-btc-eth-bnb-ada-sol-xrp-dot-doge-shib-luna-2661940,Cointelegraph,"Oct 31, 2021",0.0
0.0,The major tax myths about cryptocurrency debunked,https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/the-major-tax-myths-about-cryptocurrency-debunked-2661928,Cointelegraph,"Oct 31, 2021",0.0625
0.7003,Trick or Treat: Will Halloween NFTs be hauntingly good or too spooky for crypto?,https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/trick-or-treat-will-halloween-nfts-be-hauntingly-good-or-too-spooky-for-crypto-2661924,Cointelegraph,"Oct 31, 2021",0.7
0.0,Elon Musk-named meme token 'Dogelon Mars' gains nearly 4000% in October,https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/elon-musknamed-meme-token-dogelon-mars-gains-nearly-4000-in-october-2661922,Cointelegraph,"Oct 31, 2021",0.1
0.3818,What is the worst nightmare that could happen to crypto? Experts answer,https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/what-is-the-worst-nightmare-that-could-happen-to-crypto-experts-answer-2661912,Cointelegraph,"Oct 31, 2021",-1.0
0.4588,AVAX tops the crypto predictability list... but the other tokens may surprise you,https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/avax-tops-the-crypto-predictability-list-but-the-other-tokens-may-surprise-you-2661907,Cointelegraph,"Oct 31, 2021",-0.125
0.34,7 lessons learned from building and scaling Bitcoin mining operations,https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/7-lessons-learned-from-building-and-scaling-bitcoin-mining-operations-2661902,Cointelegraph,"Oct 31, 2021",0.0
-0.0772,NFT hype isn’t cooling down as Coinbase and FTX only dive deeper,https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/nft-hype-isnt-cooling-down-as-coinbase-and-ftx-only-dive-deeper-2661897,Cointelegraph,"Oct 31, 2021",-0.07777777777777779
0.2263,The Spookiest NFTs [Halloween Special],https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/the-spookiest-nfts-halloween-special-2661894,DailyCoin,"Oct 31, 2021",0.35714285714285715
-0.4767,"Sandbox Price Skyrocket to $1.75, Eyes $2 Soon",https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/sandbox-price-skyrocket-to-175-eyes-2-soon-2661893,CoinQuora,"Oct 31, 2021",0.0
0.0,BTC price 'ready to rally' with Bitcoin bulls clear to charge at $85K — analysis,https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/btc-price-ready-to-rally-with-bitcoin-bulls-clear-to-charge-at-85k--analysis-2661888,Cointelegraph,"Oct 31, 2021",0.15000000000000002
0.0,Lark Davis Says Polkadot’s Upcoming Auction Will Be a Huge Event,https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/lark-davis-says-polkadots-upcoming-auction-will-be-a-huge-event-2661881,CoinQuora,"Oct 31, 2021",0.4000000000000001
0.0,"Ripple’s Partner, Novatti Enables XRP, BTC… With CryptoSpend Visa Card",https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/ripples-partner-novatti-enables-xrp-btc-with-cryptospend-visa-card-2661859,CoinQuora,"Oct 31, 2021",0.0
0.296,6 Questions for Yoni Assia of eToro,https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/6-questions-for-yoni-assia-of-etoro-2661830,Cointelegraph,"Oct 31, 2021",0.0
0.0,"Bitcoin Is Still Fine Towards $90k, Says Crypto Expert",https://www.investing.com/news/cryptocurrency-news/5/news/cryptocurrency-news/bitcoin-is-still-fine-towards-90k-says-crypto-expert-2661788,CoinQuora,"Oct 31, 2021",0.4166666666666667
0.1779,Dallas Mavericks fan wins $100k in Bitcoin at NBA shootout event,https://www.investing.com/news/cryptocurrency-news/6/news/cryptocurrency-news/dallas-mavericks-fan-wins-100k-in-bitcoin-at-nba-shootout-event-2661784,Cointelegraph,"Oct 31, 2021",0.3
0.7096,Americans reinvesting stimulus checks in Bitcoin made $4.5k in profit,https://www.investing.com/news/cryptocurrency-news/6/news/cryptocurrency-news/americans-reinvesting-stimulus-checks-in-bitcoin-made-45k-in-profit-2661781,Cointelegraph,"Oct 31, 2021",0.0
0.2023,Decentraland (MANA) Surges Above 313.48% In the Past Week,https://www.investing.com/news/cryptocurrency-news/6/news/cryptocurrency-news/decentraland-mana-surges-above-31348-in-the-past-week-2661777,CoinQuora,"Oct 31, 2021",-0.125
0.0,Bitcoin eyes third weekly close above $60K as Ethereum fuels new altcoin market cap record,https://www.investing.com/news/cryptocurrency-news/6/news/cryptocurrency-news/bitcoin-eyes-third-weekly-close-above-60k-as-ethereum-fuels-new-altcoin-market-cap-record-2661771,Cointelegraph,"Oct 31, 2021",0.04545454545454545
0.7003,Michael Saylor Says He Has No Opinions About Shiba Inu Vs. Dogecoin,https://www.investing.com/news/cryptocurrency-news/6/news/cryptocurrency-news/michael-saylor-says-he-has-no-opinions-about-shiba-inu-vs-dogecoin-2661765,CoinQuora,"Oct 31, 2021",0.0
0.0,Shiba Inu now accepted as payment at a French bistro in Paris,https://www.investing.com/news/cryptocurrency-news/6/news/cryptocurrency-news/shiba-inu-now-accepted-as-payment-at-a-french-bistro-in-paris-2661762,Cointelegraph,"Oct 31, 2021",0.0
